P1x,P1y,P1z,P1VzX,P1VzY,P1VzZ,P1VxX,P1VxY,P1VxZ,P2x,P2y,P2z,P2VzX,P2VzY,P2VzZ,P2VxX,P2VxY,P2VxZ,DistanceBeyondEndOfJointOnFloor,DistanceBeyondEndOfJointOnWall,DistanceBeyondStartOfJointOnFloor,DistanceBeyondStartOfJointOnWall,JointCeilingEndHeight,JointCeilingStartHeight,JointEnclosureEndHeight,JointEnclosureStartHeight,JointEnclosureFrontAngle,JointFloorWidth,JointWallHeight,WallFloorApertureAngle,WeldLength,WeldEnclosureStart,WeldEnclosureStop,RailPosition,Score
1510.8,-70.025,-120.65,-0.70643342854606617,-0.18928826668526766,0.68199836006249837,-0.6587598294711583,-0.17651416431286082,-0.73135370161917068,1510.8,-8.6184298487,-116.0003201513,-0.70643342854606594,-0.53628542953603775,0.4618979855985495,-0.65875982947115841,0.25955218266563568,-0.70616439413824517,0,0,0,0,241.29999999999998,241.29999999999998,241.3000000000001,0,0,499.86666666666667,38.099999999999483,90,65.5694854480087,Open,Enclosed,3185.3045620671546,3185.3045620671546
1510.8,-70.025,133.35,-0.70643342854606617,-0.18928826668526766,0.68199836006249837,-0.6587598294711583,-0.17651416431286082,-0.73135370161917068,1510.8,69.525,133.35,-0.70643342854606617,-0.18928826668526766,0.68199836006249837,-0.6587598294711583,-0.17651416431286082,-0.73135370161917068,0,0,0,0,999999,999999,0,0,17.22,499.86666666666667,38.09999999999954,90,146.05,Open,Open,3274.7894866100887,3274.7894866100887
1510.8,70.025,-120.65,-0.70643342854606617,0.18928826668526766,0.68199836006249837,-0.6587598294711583,0.17651416431286082,-0.73135370161917068,1510.8,8.6184298487,-116.0003201513,-0.70643342854606594,0.53628542953603775,0.4618979855985495,-0.65875982947115841,-0.25955218266563568,-0.70616439413824517,0,0,0,0,241.29999999999998,241.29999999999998,241.3000000000001,0,0,499.86666666666667,38.099999999999483,90,65.5694854480087,Open,Enclosed,3085.3045620671546,3085.3045620671546
1510.8,3.96875,-83.549999999999983,-0.68301270189221952,0.70710678118654735,0.18301270189221938,-0.68301270189221919,-0.70710678118654768,0.18301270189221922,1510.8,3.96875,-102.775,-0.68301270189221952,0.70710678118654735,0.18301270189221938,-0.68301270189221919,-0.70710678118654768,0.18301270189221922,0,14.706389841629175,125,0,999999,999999,69.056250000000034,0,0,499.86666666666656,69.056250000000048,90,22.225000000000023,Open,Enclosed,3274.2472405192439,3274.2472405192439
1510.8,3.96875,83.5499984741,-0.68301270189221952,0.70710678118654735,-0.18301270189221927,-0.68301270189221919,-0.70710678118654768,-0.18301270189221922,1510.8,3.96875,102.775,-0.68301270189221952,0.70710678118654735,-0.18301270189221927,-0.68301270189221919,-0.70710678118654768,-0.18301270189221922,0,14.706389841629175,124.99999999999999,0,999999,999999,69.056250000000034,0,0,499.86666666666656,69.056250000000091,90,22.225001525900012,Open,Enclosed,3274.0640674423212,3274.0640674423212
568.9999984741,-73.025,119.65,0.17485561241569861,0.737277336810124,-0.65257002952395982,0.19082141628892579,-0.67559020761566013,-0.7121552207625228,471.89999999999986,-73.025,119.65,0.17485561241569861,0.737277336810124,-0.65257002952395982,0.19082141628892579,-0.67559020761566013,-0.7121552207625228,0,125,0,125,53.6839839492126,53.6839839492126,0,0,0,259.00381108398437,146.05000000000004,90,101.59999847410018,Open,Open,2585.0191119102524,2585.0191119102524
472.39999999999986,-73.025,-119.65,-0.17485561241569864,0.73727733681012408,0.65257002952395982,-0.19082141628892602,-0.67559020761566013,0.7121552207625228,569.4999984741,-73.025,-119.65,-0.17485561241569864,0.73727733681012408,0.65257002952395982,-0.19082141628892602,-0.67559020761566013,0.7121552207625228,0,125,0,125,53.683983949212482,53.683983949212482,0,0,0,259.00379999999996,146.05000000000004,90,101.59999847410018,Open,Open,2287.3953709438492,2287.3953709438492
0.5,3.96875,-83.549999999999983,0.68301270189221952,0.70710678118654735,0.18301270189221938,0.68301270189221919,-0.70710678118654768,0.18301270189221924,0.5,8.6184298487,-116.0003201513,0.68301270189221941,0.48626139177043937,0.54501697948537842,0.68301270189221908,-0.68961421064397088,-0.24067797890912948,0,0,125,0,999999,999999,69.056250000000034,0,0,499.86666666666667,69.056250000000148,90,34.613235448008723,Open,Enclosed,2266.6446544557039,2266.6446544557039
0.5,3.96875,83.5499984741,0.68301270189221952,0.70710678118654735,-0.18301270189221927,0.68301270189221919,-0.70710678118654768,-0.18301270189221924,0.5,8.6184298487,116.0003201513,0.68301270189221941,0.48626139177043948,-0.54501697948537842,0.68301270189221908,-0.68961421064397088,0.24067797890912948,0,0,124.99999999999999,0,999999,999999,69.056250000000034,0,0,499.86666666666667,69.056250000000119,90,34.613236973908712,Open,Enclosed,2266.8147437414182,2266.8147437414182
0.5,70.525,-133.35,0.68301270189221952,0.18301270189221941,-0.70710678118654735,0.68301270189221919,0.18301270189221922,0.70710678118654768,0.5,-71.525,-133.35,0.68301270189221952,0.18301270189221941,-0.70710678118654735,0.68301270189221919,0.18301270189221922,0.70710678118654768,0,0,0,0,999999,999999,0,0,17.1,499.86666666666679,38.100001525879151,90,146.05,Open,Open,2367.5249977699132,2367.5249977699132
0.5,70.525,120.65,0.68301270189221952,0.18301270189221941,-0.70710678118654735,0.68301270189221919,0.18301270189221922,0.70710678118654768,0.5,8.6184298487,116.0003201513,0.68301270189221952,0.54501697948537786,-0.48626139177044009,0.6830127018922193,-0.24067797890912887,0.6896142106439711,0,0,0,0,241.29999999999995,241.29999999999995,241.3000000000001,0,0,499.86666666666679,38.100001525879094,90,65.5694854480087,Open,Enclosed,2257.0099223128468,2257.0099223128468
0.5,-70.525,120.65,0.68301270189221952,-0.18301270189221941,-0.70710678118654735,0.68301270189221919,-0.18301270189221922,0.70710678118654768,0.5,-8.6184298487,116.0003201513,0.68301270189221952,-0.54501697948537786,-0.48626139177044009,0.6830127018922193,0.24067797890912887,0.6896142106439711,0,0,0,0,241.29999999999998,241.29999999999998,241.3000000000001,0,45.7,499.86666666666679,38.100001525879094,90,65.5694854480087,Open,Enclosed,2157.0099223128468,2157.0099223128468
123.15000000000009,-74.025,133.35,-0.1748556124156988,-0.65257002952395993,-0.737277336810124,-0.1908214162889256,-0.7121552207625228,0.67559020761566024,169.45000000000005,-74.025,133.35,-0.1748556124156988,-0.65257002952395993,-0.737277336810124,-0.1908214162889256,-0.7121552207625228,0.67559020761566024,0,125,8.5265128291212022E-14,120.65000000000009,266.7000000000005,266.7000000000005,0,0,0,22.224999999999767,266.69999999999993,90,50.799999999999955,Open,Open,1866.678716512447,1866.678716512447
172.45,-70.525,-133.35,0.65257002952395982,-0.174855612415699,-0.737277336810124,0.71215522076252269,-0.19082141628892582,0.67559020761566024,172.45,71.025,-133.35,0.65257002952395982,-0.174855612415699,-0.737277336810124,0.71215522076252269,-0.19082141628892582,0.67559020761566024,0,22.224999999999994,0,22.224999999999994,999999,999999,0,0,13.24,499.86666666666662,50.800000000000495,90,146.05,Open,Open,2539.53166443658,2539.53166443658
168.95000000000005,74.025,133.35,0.17485561241569889,0.65257002952395982,-0.737277336810124,0.19082141628892568,0.71215522076252269,0.67559020761566024,122.65000000000009,74.025,133.35,0.17485561241569889,0.65257002952395982,-0.737277336810124,0.19082141628892568,0.71215522076252269,0.67559020761566024,8.5265128291212022E-14,120.65000000000009,0,125,266.7000000000005,266.7000000000005,0,0,0,22.225000000000236,266.69999999999993,90,50.799999999999955,Open,Open,2206.4357678675551,2206.4357678675551
233.95,-69.6437530518,120.65000000000002,-0.65257002952395982,-0.17485561241569891,-0.737277336810124,-0.71215522076252269,-0.19082141628892574,0.67559020761566024,233.95,-19.844,120.65000000000002,-0.65257002952395982,-0.17485561241569891,-0.737277336810124,-0.71215522076252269,-0.19082141628892574,0.67559020761566024,14.706639841629187,3.5000551181102253,2.3812469481999869,0,241.29999999999998,241.29999999999998,241.30000000000013,0,45.7,234.95,241.30000305175827,90,50.7997530518,Open,Enclosed,1960.426952057705,1960.426952057705
245.475,-69.6437530518,120.65000000000002,0.65257002952395982,-0.174855612415699,-0.737277336810124,0.71215522076252269,-0.19082141628892582,0.67559020761566024,245.475,-19.844,120.65000000000002,0.65257002952395982,-0.174855612415699,-0.737277336810124,0.71215522076252269,-0.19082141628892582,0.67559020761566024,14.706639841629187,3.5000551181102253,2.3812469481999869,0,241.29999999999998,241.29999999999998,241.30000000000013,0,0,499.86666666666667,241.30000305175827,90,50.7997530518,Open,Enclosed,2500.0125323222965,2500.0125323222965
386.35,49.7999992371,-133.35,-0.65257002952395982,0.17485561241569891,-0.737277336810124,-0.71215522076252269,0.19082141628892574,0.67559020761566024,386.35,-49.2999992371,-133.35,-0.65257002952395982,0.17485561241569891,-0.737277336810124,-0.71215522076252269,0.19082141628892574,0.67559020761566024,22.225000762900002,0,22.225000762900002,0,999999,999999,0,0,13.24,387.35,50.799999237060916,90,101.5999984742,Open,Open,2205.2353199434224,2205.2353199434224
397.875,-49.7999992371,-133.35,0.65257002952395982,-0.174855612415699,-0.737277336810124,0.71215522076252269,-0.19082141628892582,0.67559020761566024,397.875,49.2999992371,-133.35,0.65257002952395982,-0.174855612415699,-0.737277336810124,0.71215522076252269,-0.19082141628892582,0.67559020761566024,22.225000762900002,0,22.225000762900002,0,999999,999999,0,0,11.17,499.86666666666667,50.799999237060916,90,101.5999984742,Open,Open,2760.0041644365797,2760.0041644365797
570.4999984741,-72.525,-133.35,0.1830127018922193,0.68301270189221952,-0.70710678118654735,0.1830127018922191,0.68301270189221919,0.70710678118654768,471.39999999999986,-72.525,-133.35,0.1830127018922193,0.68301270189221952,-0.70710678118654735,0.1830127018922191,0.68301270189221919,0.70710678118654768,125,0,125,0,999999,999999,50.799999237060916,0,2.49,146.05000000000007,5.0038110839843455,90,101.59999847410018,Open,Enclosed,2677.2586023778704,2677.2586023778704
653.05,-49.7999992371,-133.35,-0.65257002952395982,-0.17485561241569891,-0.737277336810124,-0.71215522076252269,-0.19082141628892574,0.67559020761566024,653.05,49.2999992371,-133.35,-0.65257002952395982,-0.17485561241569891,-0.737277336810124,-0.71215522076252269,-0.19082141628892574,0.67559020761566024,22.225000762900002,0,22.225000762900002,0,999999,999999,0,0,11.17,499.86666666666667,50.79999923706103,90,101.5999984742,Open,Open,2471.9353199434217,2471.9353199434217
664.575,49.7999992371,-133.35,0.65257002952395982,0.174855612415699,-0.737277336810124,0.71215522076252269,0.19082141628892582,0.67559020761566024,664.575,-49.2999992371,-133.35,0.65257002952395982,0.174855612415699,-0.737277336810124,0.71215522076252269,0.19082141628892582,0.67559020761566024,22.225000762900002,0,22.225000762900002,0,999999,999999,0,0,20.41,499.86666666666656,50.79999923706103,90,101.5999984742,Open,Open,3026.70416443658,3026.70416443658
798.6,49.7999992371,-133.35,-0.7121552207625228,0.19082141628892588,-0.67559020761566024,-0.65257002952395982,0.1748556124156988,0.73727733681012408,798.6,-47.7999992371,-133.35,-0.7121552207625228,0.19082141628892588,-0.67559020761566024,-0.65257002952395982,0.1748556124156988,0.73727733681012408,22.225000762900002,0,22.225000762900002,0,999999,999999,0,0,20.41,499.86666666666667,50.799999237061087,90,101.5999984742,Open,Open,2568.8044866100881,2568.8044866100881
820.65,-49.7999992371,-133.35,0.7121552207625228,-0.19082141628892596,-0.67559020761566024,0.65257002952395982,-0.17485561241569889,0.73727733681012408,820.65,47.7999992371,-133.35,0.7121552207625228,-0.19082141628892596,-0.67559020761566024,0.65257002952395982,-0.17485561241569889,0.73727733681012408,22.225000762900002,0,22.225000762900002,0,999999,999999,0,0,11.59,499.86666666666667,50.799999237061087,90,101.5999984742,Open,Open,3181.4599977699131,3181.4599977699131
1065.3,49.7999992371,-133.35,-0.7121552207625228,0.19082141628892588,-0.67559020761566024,-0.65257002952395982,0.1748556124156988,0.73727733681012408,1065.3,-47.7999992371,-133.35,-0.7121552207625228,0.19082141628892588,-0.67559020761566024,-0.65257002952395982,0.1748556124156988,0.73727733681012408,22.225000762900002,0,22.225000762900002,0,999999,999999,0,0,11.59,499.86666666666656,50.799999237061144,90,101.5999984742,Open,Open,2835.5044866100884,2835.5044866100884
1087.35,-49.7999992371,-133.35,0.7121552207625228,-0.19082141628892596,-0.67559020761566024,0.65257002952395982,-0.17485561241569889,0.73727733681012408,1087.35,47.7999992371,-133.35,0.7121552207625228,-0.19082141628892596,-0.67559020761566024,0.65257002952395982,-0.17485561241569889,0.73727733681012408,22.225000762900002,0,22.225000762900002,0,999999,999999,0,0,11.33,425.44999999999982,50.799999237061144,90,101.5999984742,Open,Open,3448.1599977699125,3448.1599977699125
1341.953125,-74.025,133.35,-0.1748556124156988,-0.65257002952395993,-0.737277336810124,-0.1908214162889256,-0.7121552207625228,0.67559020761566024,1388.253125,-74.025,133.35,-0.1748556124156988,-0.65257002952395993,-0.737277336810124,-0.1908214162889256,-0.7121552207625228,0.67559020761566024,0,121.046875,0,125,266.70000000000073,266.70000000000073,0,0,0,22.225000000000165,266.69999999999993,90,50.799999999999955,Open,Open,3085.4818415124473,3085.4818415124473
1338.453125,-70.525,-133.35,-0.65257002952395982,-0.17485561241569891,-0.737277336810124,-0.71215522076252269,-0.19082141628892574,0.67559020761566024,1338.453125,71.025,-133.35,-0.65257002952395982,-0.17485561241569891,-0.737277336810124,-0.71215522076252269,-0.19082141628892574,0.67559020761566024,0,22.224999999999994,0,22.22499999999998,999999,999999,0,0,11.33,499.86666666666656,50.800000000000722,90,146.05,Open,Open,3152.3859449434221,3152.3859449434221
1392.253125,70.525,-133.35,0.68301270189221952,0.18301270189221941,-0.70710678118654735,0.68301270189221919,0.18301270189221922,0.70710678118654768,1392.253125,-71.025,-133.35,0.68301270189221952,0.18301270189221941,-0.70710678118654735,0.68301270189221919,0.18301270189221922,0.70710678118654768,0,22.224999999999994,0,22.22499999999998,999999,999999,0,0,17.47,121.04687499999977,9.5250000000007446,90,146.05,Open,Open,3757.2257894365794,3757.2257894365794
1387.753125,74.025,133.35,0.17485561241569889,0.65257002952395982,-0.737277336810124,0.19082141628892568,0.71215522076252269,0.67559020761566024,1341.453125,74.025,133.35,0.17485561241569889,0.65257002952395982,-0.737277336810124,0.19082141628892568,0.71215522076252269,0.67559020761566024,0,125,0,121.046875,266.70000000000073,266.70000000000073,0,0,0,22.224999999999824,266.69999999999993,90,50.799999999999955,Open,Open,3425.2388928675555,3425.2388928675555
1510.8,70.025,120.65,-0.70643342854606617,0.18928826668526763,-0.68199836006249837,-0.6587598294711583,0.17651416431286082,0.73135370161917068,1510.8,8.6184298487,116.0003201513,-0.706433428546066,0.53628542953603753,-0.46189798559854955,-0.65875982947115841,-0.25955218266563568,0.70616439413824517,0,0,0,0,241.29999999999995,241.29999999999995,241.3000000000001,0,0,499.86666666666667,38.100001525879378,90,65.5694854480087,Open,Enclosed,3185.3045620671546,3185.3045620671546
1510.8,-70.025,120.65,-0.70643342854606617,-0.18928826668526763,-0.68199836006249837,-0.6587598294711583,-0.17651416431286082,0.73135370161917068,1510.8,-8.6184298487,116.0003201513,-0.706433428546066,-0.53628542953603753,-0.46189798559854955,-0.65875982947115841,0.25955218266563568,0.70616439413824517,0,0,0,0,241.29999999999998,241.29999999999998,241.3000000000001,0,0,499.86666666666667,38.100001525879378,90,65.5694854480087,Open,Enclosed,3085.3045620671546,3085.3045620671546
1510.8,-70.025,-133.35,-0.70643342854606617,-0.18928826668526763,-0.68199836006249837,-0.6587598294711583,-0.17651416431286082,0.73135370161917068,1510.8,69.525,-133.35,-0.70643342854606617,-0.18928826668526763,-0.68199836006249837,-0.6587598294711583,-0.17651416431286082,0.73135370161917068,0,0,0,0,999999,999999,0,0,17.38,499.86666666666667,38.100001525879492,90,146.05,Open,Open,3274.7894866100887,3274.7894866100887
1510.8,-3.96875,-83.549999999999983,-0.68301270189221952,-0.70710678118654735,0.18301270189221938,-0.68301270189221919,0.70710678118654768,0.18301270189221922,1510.8,-8.6184298487,-116.0003201513,-0.6830127018922193,-0.48626139177043959,0.54501697948537842,-0.6830127018922193,0.68961421064397077,-0.24067797890912951,0,0,125,0,999999,999999,69.056250000000034,0,0,499.86666666666656,69.056253051757778,90,34.613235448008723,Open,Enclosed,3226.180097781441,3226.180097781441
1510.8,-3.96875,83.5499984741,-0.68301270189221952,-0.70710678118654735,-0.18301270189221927,-0.68301270189221919,0.70710678118654768,-0.18301270189221922,1510.8,-8.6184298487,116.0003201513,-0.68301270189221941,-0.4862613917704397,-0.54501697948537842,-0.6830127018922193,0.68961421064397077,0.24067797890912951,0,0,124.99999999999999,0,999999,999999,69.056250000000034,0,0,499.86666666666656,69.056253051757778,90,34.613236973908712,Open,Enclosed,3226.0100084957267,3226.0100084957267
1236.075,-3.96875,-68.85,0.65257002952395982,-0.73727733681012408,-0.17485561241569877,0.71215522076252269,0.67559020761566013,-0.19082141628892585,1236.075,-3.96875,68.35,0.65257002952395982,-0.73727733681012408,-0.17485561241569877,0.71215522076252269,0.67559020761566013,-0.19082141628892585,34.925000000000011,0,34.925000000000011,0,999999,999999,69.056250000000034,69.056250000000034,0,276.22499999999968,66.675001525878713,90,139.7,Enclosed,Enclosed,3606.9586861680932,3606.9586861680932
